fuelTypeCode,stationName,streetAddress,intersectionDirections,city,state,zip,latitude,longitude,stationPhone,statusCode,groupsWithAccessCode,accessDaysTime,cardsAccepted,bdBlends,ngFillTypeCode,ngPSI,evLevel1EVSENum,evLevel2EVSENum,evDCFastCount,evNetwork,evNetworkWeb,geocodeStatus,dateLastConfirmed,ID,updatedAt,ownerTypeCode,openDate,ngVehicleClass,lpgPrimary,e85BlenderPump,evConnectorTypes,accessCode,country,groupsWithAccessCodeFrench,accessDetailCode,facilityType,cngDispenserNum,cngTotalCompressionCapacity,cngStorageCapacity,e85OtherEthanolBlends,evPricing,lpgNozzleTypes,cngFillTypeCode,cngPSI,cngVehicleClass,evOnSiteRenewableSource,restrictedAccess,cngOnSiteRenewableSource,lngVehicleClass,npsUnitName,cngStationSellsRenewableNatrualGas,lngStationSellsRenewableNatrualGas,maximumVehicleClass,evWorkplaceCharging,geoLocation
ELEC,Denver International Airport - Canopy Airport Parking,8100 Tower Rd,Located in the indoor valet and covered self-parking,Commerce City,CO,80022,39.843886,-104.771138,303-574-9800,E,Public,24 hours daily; pay lot,,,,,18,9,1,Non-Networked,,GPS,01/09/2024,38522,2024-01-31 22:07:01 UTC,P,10/19/2010,,,,CHADEMO J1772 NEMA515,public,US,Public,,PARKING_LOT,,,,,Free,,,,,,false,,,,,,LD,false,POINT (-104.771138 39.843886)
ELEC,CAES,4350 Centennial Blvd,,Colorado Springs,CO,80907,38.89323031,-104.8526513,800-663-5633,E,Public,24 hours daily,,,,,,2,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,261186,2024-02-01 00:12:47 UTC,,09/16/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.8526513 38.89323031)
ELEC,MANHATTAN MANHATTAN TOWER,1850 Bassett St,,Denver,CO,80202,39.757743,-105.001731,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,207645,2024-02-01 01:10:02 UTC,,03/05/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.001731 39.757743)
ELEC,LPEA PARKING BAYFIELD TOWN 1,1199 Bayfield Pkwy,,Bayfield,CO,81122,37.225763,-107.604212,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,183414,2024-02-01 01:08:47 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.604212 37.225763)
ELEC,CDPHE BLDG B 2,700 S Ash St,,Glendale,CO,80246,39.703957,-104.93742,888-758-4389,E,Public,Mon 6:00pm - 12:00am; Tue 6:00pm - 12:00am; Wed 6:00pm - 12:00am; Thu 6:00pm - 12:00am; Fri 6:00pm - 12:00am; Sat 12:15am - 12:00am; Sun 12:15am - 12:00am,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,163341,2024-02-01 01:03:31 UTC,,06/14/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.93742 39.703957)
ELEC,SPRINGS UTIL PINK 01,7714 Durant Dr,,Colorado Springs,CO,80920,38.943008,-104.72819,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,145668,2024-02-01 00:53:58 UTC,,10/01/2019,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.72819 38.943008)
ELEC,NGLENN EV STNS JAYCEE STATION,10550 Irma Dr,,Northglenn,CO,80233,39.890011,-104.963411,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,311181,2024-02-01 01:50:24 UTC,,09/21/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.963411 39.890011)
ELEC,PARK-N-RIDE CARBONDALE 1,429 CO-133,,Carbondale,CO,81623,39.40946,-107.22207,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,155615,2024-02-01 01:03:16 UTC,,04/29/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.22207 39.40946)
ELEC,VOLVO CAR USA GW SPRINGS PL1,2115 Grand Avenue,,Glenwood Springs,CO,81601,39.531081,-107.325973,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,259571,2024-02-01 01:43:27 UTC,,04/19/2023,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.325973 39.531081)
ELEC,TERMINALS LAFAYETTE BUS 1,1220 Rock Creek Circle,,Lafayette,CO,80026,39.975489,-105.072448,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,182455,2024-02-01 00:26:18 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.072448 39.975489)
ELEC,Belmar,440 S Wadsworth Blvd,,Lakewood,CO,80226,39.70817,-105.08027,877-455-3833,E,Public,24 hours daily,,,,,,,2,eVgo Network,https://www.evgo.com/,GPS,01/31/2024,228816,2024-01-31 23:58:40 UTC,,09/21/2022,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.08027 39.70817)
ELEC,McGregor Square Garage,1901 Wazee St.,,Denver,CO,80202,39.754495332702085,-104.99592851847412,855-223-5351,E,Public,24 hours daily,A D M V,,,,,16,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,02/01/2024,307463,2024-02-01 02:22:49 UTC,,08/18/2023,,,,J1772,public,US,Public,,RETAIL,,,,,,,,,,,,,,,,,,false,POINT (-104.99592851847412 39.754495332702085)
ELEC,MIREMONTE CADENCE 1,2555 Joseph Allen Dr,,Fort Collins,CO,80525,40.55326,-105.041936,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,255308,2024-02-01 01:33:19 UTC,,02/28/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.041936 40.55326)
ELEC,AMZ WBU12 001,335 Centennial Pkwy,,Louisville,CO,80027,39.964808,-105.173963,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,193664,2024-02-01 01:13:20 UTC,,08/10/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.173963 39.964808)
ELEC,GCEA EV STATION GCEA HQ EV,37250 US-50,,Gunnison,CO,81230,38.525522,-106.967789,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,104221,2024-02-01 00:42:47 UTC,,10/19/2018,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.967789 38.525522)
ELEC,ParkDIA,25200 E 68th Ave,,Aurora,CO,80019,39.819202,-104.691079,303-288-7275,E,Public,24 hours daily; pay lot,,,,,,12,,Non-Networked,,GPS,08/05/2020,164192,2023-01-05 12:12:28 UTC,P,07/10/2020,,,,J1772,public,US,Public,,PARKING_LOT,,,,,,,,,,,false,,,,,,,false,POINT (-104.691079 39.819202)
ELEC,UCHealth Greeley Hospital location,6767 West 29th Street,,Greeley,CO,80634,40.3901148,-104.788443,800-663-5633,E,Public,24 hours daily,,,,,,4,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,147887,2024-02-01 00:07:02 UTC,,11/14/2018,,,,J1772,public,US,Public,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,false,POINT (-104.788443 40.3901148)
ELEC,MAINSPRING - 4500 Broadway,4500 Broadway,,Denver,CO,80216,39.77868,-104.98718,,E,Public - Credit card at all times,6:30am-5pm M-F,ACCOUNT_BALANCE CREDIT Debit,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,200-8,03/08/2023,240996,2024-01-31 22:07:01 UTC,P,10/26/2022,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,STANDALONE_STATION,,,,,$0.25 per kWh,,,,,SOLAR,false,,,,,,LD,false,POINT (-104.98718 39.77868)
ELEC,"Walmart 5137 (Aurora, CO)",6101 SOUTH AURORA PARKWAY,,Aurora,CO,80016,39.60584,-104.70639,833-632-2778,E,Public,24 hours daily,,,,,,,4,Electrify America,https://www.electrifyamerica.com/,GPS,02/01/2024,190431,2024-02-01 02:08:34 UTC,,05/30/2021,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.70639 39.60584)
ELEC,UNITED POWER CVSC NORTH,9586 E I-25 Frontage Rd,,Longmont,CO,80504,40.139915,-104.97945,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,207499,2024-02-01 01:28:17 UTC,,03/03/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.97945 40.139915)
ELEC,URG 370 STATION 1,370 Interlocken Blvd,,Broomfield,CO,80021,39.923122,-105.112495,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,165365,2024-02-01 01:02:37 UTC,,08/21/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.112495 39.923122)
ELEC,COPPER MOUNTAIN BEELER 2,930 Copper Rd,,Frisco,CO,80443,39.502314,-106.157717,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,237783,2024-02-01 01:35:46 UTC,,12/10/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.157717 39.502314)
ELEC,ASBH EV CHARGER 8,111 Richman St,,Black Hawk,CO,80422,39.800251,-105.489959,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,323756,2024-02-01 01:54:36 UTC,,01/03/2024,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.489959 39.800251)
ELEC,COW 88TH AVE #1,6545 W 88th Ave,,Westminster,CO,80031,39.856855,-105.069318,888-758-4389,E,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,165811,2024-02-01 01:08:10 UTC,,09/01/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.069318 39.856855)
ELEC,VOLVO CAR USA ID SPRINGS DC1,2902 Colorado Blvd,,Idaho Springs,CO,80452,39.742315,-105.497615,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,323339,2024-02-01 01:54:30 UTC,,12/22/2023,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.497615 39.742315)
ELEC,"Target T2029 - Glenwood Springs, CO",110 W. Meadows Dr.,,Glenwood Springs,CO,81601,39.55613,-107.34483,833-632-2778,E,Public,24 hours daily,,,,,,,4,Electrify America,https://www.electrifyamerica.com/,GPS,02/01/2024,146646,2024-02-01 02:09:24 UTC,,10/05/2019,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.34483 39.55613)
ELEC,HION NETWORK LIMON DC2,250 Main St,,Limon,CO,80828,39.264423,-103.671776,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,218523,2024-02-01 01:31:25 UTC,,05/19/2022,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-103.671776 39.264423)
ELEC,HION NETWORK BURLINGTON PL1,122 South Lincoln Street,,Burlington,CO,80807,39.30034,-102.278233,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,262649,2024-02-01 01:44:43 UTC,,06/14/2023,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-102.278233 39.30034)
ELEC,TOWERLOT STATION 1,6692 Tower Rd,,Denver,CO,80249,39.817905,-104.77099,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,164234,2024-02-01 01:05:47 UTC,,07/15/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.77099 39.817905)
ELEC,AC GC 3,4430 S Adams County Pkwy,,Brighton,CO,80601,39.924079,-104.811713,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,63304,2024-02-01 00:49:38 UTC,,09/16/2014,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.811713 39.924079)
ELEC,BVSD BROOMFIELDHIGH1,1 Eagle Way,,Broomfield,CO,80020,39.929481,-105.076121,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,182770,2024-02-01 00:41:54 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.076121 39.929481)
ELEC,ACPAA,7565 S Peoria St,,Englewood,CO,80112,39.579933,-104.846051,888-758-4389,E,Public - Credit card at all times,24 hours daily,CREDIT Debit,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,200-6,10/11/2022,229382,2023-02-21 17:46:00 UTC,P,06/03/2022,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,PARKING_LOT,,,,,$0.15/kWh + $5.00/hour after 9 hrs. (for maximum of $100),,,,,,false,,,,,,LD,false,POINT (-104.846051 39.579933)
ELEC,Bank of Colorado - Tesla Destination,1146 Interquest Pkwy,,Colorado Springs,CO,80921,38.991507,-104.808268,719-227-0100  877-798-3752,E,Public,,,,,,,4,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,10/06/2022,113548,2023-01-18 15:15:20 UTC,P,11/08/2017,,,,J1772 TESLA,public,US,Public,,BANK,,,,,Free,,,,,,,,,,,,,false,POINT (-104.808268 38.991507)
ELEC,EchoPark Automotive,10401 E Arapahoe Rd,,Centennial,CO,80111,39.595975,-104.867972,720-253-0460,E,Public - Call ahead,Dealership business hours,,,,,,1,,Non-Networked,,200-9,11/10/2022,91952,2023-02-14 15:54:11 UTC,P,11/01/2017,,,,J1772,public,US,Public - Appeler à l'avance,CALL,CAR_DEALER,,,,,Free,,,,,,false,,,,,,LD,false,POINT (-104.867972 39.595975)
ELEC,CDPHE GARAGE 3,4500 Cherry Creek S Dr,,Glendale,CO,80246,39.703304,-104.93608,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,238772,2024-02-01 01:03:23 UTC,,12/27/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.93608 39.703304)
ELEC,COPPER VILLAGE SOUTH ENTRANCE,624 24 1/2 Rd,,Grand Junction,CO,81505,39.094322,-108.598114,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,256280,2024-02-01 01:41:48 UTC,,03/14/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-108.598114 39.094322)
ELEC,KUM & GO MAVERIK #988,6730 Innovate Pl,,Timnath,CO,80547,40.52218,-104.953442,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,316719,2024-02-01 01:52:53 UTC,,11/04/2023,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.953442 40.52218)
ELEC,TMV GPG1,455 Mountain Village Blvd,,Mountain Village,CO,81435,37.93358,-107.853457,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,121654,2024-02-01 00:47:48 UTC,,04/23/2019,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-107.853457 37.93358)
ELEC,750 MAIN STATION #3,750 Main St,,Grand Junction,CO,81501,39.067696,-108.560023,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,181231,2024-02-01 01:08:54 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-108.560023 39.067696)
ELEC,CITY OF CORTEZ STATION 1,803 E Montezuma Ave,,Cortez,CO,81321,37.350136,-108.57313,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,153123,2024-02-01 00:58:27 UTC,,01/29/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-108.57313 37.350136)
ELEC,WIND CREST WIND CREST,2925 Summer Wind Ln,,Littleton,CO,80129,39.560253,-105.02505,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,189673,2024-02-01 01:16:42 UTC,,05/14/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.02505 39.560253)
E85,Kum & Go #4923,705 Taughenbaugh Blvd,,Rifle,CO,81650,39.522211,-107.777194,970-625-5062,E,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,200-9,03/08/2023,61540,2024-01-31 22:07:01 UTC,P,04/01/2014,,,false,,public,US,Public,,CONVENIENCE_STORE,,,,,,,,,,,false,,,,,,,,POINT (-107.777194 39.522211)
E85,Kum & Go #693,441 Flyway Pt,,Colorado Springs,CO,80916,38.82626,-104.72793,719-257-4531,E,Public,24 hours daily,A Cash D M V,,,,,,,,,200-8,10/12/2023,169780,2024-01-31 22:07:01 UTC,P,11/25/2020,,,true,,public,US,Public,,CONVENIENCE_STORE,,,,"[""E15""]",,,,,,,false,,,,,,,,POINT (-104.72793 38.82626)
ELEC,DigitalGlobe,1300 W. 120th Ave.,,Westminster,CO,80234,39.9125814,-105.0018178,888-998-2546,E,Public,24 hours daily,,,,,,8,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,309996,2024-02-01 00:10:14 UTC,,08/26/2015,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.0018178 39.9125814)
ELEC,Trail winds ReC,13495 Holly Street,,Thornton,CO,80602,39.9392776,-104.9220132,800-663-5633,E,Public,24 hours daily,,,,,,2,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,195388,2024-02-01 00:07:03 UTC,,09/18/2019,,,,J1772,public,US,Public,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,false,POINT (-104.9220132 39.9392776)
ELEC,San Luis Valley Rural Electric Cooperative,3625 US Highway 160 W,,Monte Vista,CO,81144,37.596214,-106.206546,866-816-7584,E,Public,,,,,,,2,1,EV Connect,http://evconnect.com/,GPS,02/01/2024,116918,2024-02-01 02:13:48 UTC,,12/01/2017,,,,CHADEMO J1772 J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.206546 37.596214)
ELEC,BVSD SANCHEZ ELEM1,655 Sir Galahad Drive,,Lafayette,CO,80026,39.989938,-105.083995,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,182454,2024-02-01 00:26:17 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.083995 39.989938)
ELEC,ONE BOULDER PLZ 1801 2,1801 13th St,,Boulder,CO,80302,40.016783,-105.278613,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,172221,2024-02-01 00:27:35 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.278613 40.016783)
ELEC,Origin Hotel Westminster,8875 Westminster Blvd,,Westminster,CO,80031,39.8577804809156,-105.061504322416,,E,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,Non-Networked,,GPS,01/10/2023,238197,2023-02-14 15:54:11 UTC,P,12/15/2022,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,HOTEL,,,,,,,,,,,false,,,,,,LD,false,POINT (-105.061504322416 39.8577804809156)
ELEC,DENVER INDUSTRY INDUSTRY RINO 1,3827 N Lafayette St RiNo,,Denver,CO,80205,39.770344,-104.969826,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,183016,2024-02-01 00:48:37 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.969826 39.770344)
ELEC,SHQ PUBLIC SEDALIA DC2,5496 US HIGHWAY 85,,Sedalia,CO,80135,39.442127,-104.96771,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,197930,2024-02-01 01:23:36 UTC,,10/20/2021,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.96771 39.442127)
ELEC,Incline 45 Apartments,East 45th Avenue,,Denver,CO,80239,39.7775401,-104.845147,800-663-5633,E,Public,24 hours daily,,,,,,11,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,206880,2024-02-01 00:13:51 UTC,,12/06/2019,,,,J1772,public,US,Public,,,,,,,$1.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,,,,false,POINT (-104.845147 39.7775401)
ELEC,1601WEWATTA P2LEFT,1601 Wewatta St,,Denver,CO,80202,39.753798,-105.002661,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,200677,2024-02-01 01:24:14 UTC,,11/06/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.002661 39.753798)
ELEC,Mulberry Pool,424 W Mulberry Ave,West and adjacent to Lincoln Center,Fort Collins,CO,80521,40.58194721278001,-105.0840198970978,970-416-2627,E,Public - Credit card at all times,24 hours daily,A Debit M V,,,,,2,,Non-Networked,,GPS,01/10/2022,67960,2022-02-10 19:42:29 UTC,LG,06/01/2015,,,,J1772,public,US,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,REC_SPORTS_FACILITY,,,,,$1 per hour,,,,,,false,,,,,,LD,false,POINT (-105.0840198970978 40.58194721278001)
ELEC,COLO STATE UNIV LAKE ST 1B,1508 Center Ave.,,Fort Collins,CO,80521,40.568246,-105.083011,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,161457,2024-02-01 00:21:23 UTC,,06/12/2020,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.083011 40.568246)
ELEC,VAIL PARKING VILLAGE20EAST2,241 E Meadow Dr,,Vail,CO,81657,39.642001,-106.371149,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,179801,2024-02-01 00:21:26 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.371149 39.642001)
ELEC,1800 11 8/10 Road (US-5GR-L5H-2),1800 11 8/10 Road,,Loma,CO,81524,39.2709968,-108.8366322,866-576-1495,E,Public,24 hours daily,A ACCOUNT_BALANCE D M V,,,,,1,,RIVIAN_WAYPOINTS,https://rivian.com/experience/charging,GPS,02/01/2024,323518,2024-02-01 02:22:06 UTC,,12/22/2023,,,,J1772,public,US,Public,,PUBLIC,,,,,,,,,,,,,,,,,,false,POINT (-108.8366322 39.2709968)
ELEC,Grand Lodge on Peak 7 - Tesla Destination,1979 Ski Hill Rd,,Breckenridge,CO,80424,39.4861907,-106.0671615,970-453-3330  877-798-3752,E,Public,,,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,10/06/2022,113543,2023-01-18 15:15:20 UTC,P,11/23/2015,,,,J1772 TESLA,public,US,Public,,HOTEL,,,,,Free,,,,,,,,,,,,,false,POINT (-106.0671615 39.4861907)
ELEC,ESC #1 ESC STATION1,1500 E 128th Ave,,Thornton,CO,80241,39.927266,-104.967297,888-758-4389,E,Public,Mon 5:00am - 10:00pm; Tue 5:00am - 10:00pm; Wed 5:00am - 10:00pm; Thu 5:00am - 10:00pm; Fri 5:00am - 10:00pm; Sat 5:00am - 10:00pm; Sun 5:00am - 10:00pm,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,183239,2024-02-01 00:57:54 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.967297 39.927266)
ELEC,AVON- SHOP & HOP #3,15 Eagle-Vail Rd,,Avon,CO,81620,39.624996,-106.506935,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,303658,2024-02-01 01:48:03 UTC,,07/28/2023,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-106.506935 39.624996)
ELEC,"7-ELEVEN, INC. 38083 WMNST PL3",7382 Federal Boulevard,,Westminster,CO,80030,39.830389,-105.023953,888-758-4389,E,Public,24 hours daily,,,,,,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,317058,2024-02-01 01:53:07 UTC,,11/09/2023,,,,CHADEMO J1772COMBO,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-105.023953 39.830389)
ELEC,Residences at the Little Nell - Tesla Destination,501 E Dean St,,Aspen,CO,81611,39.186714,-106.819164,970-429-6700  877-798-3752,E,Public,,,,,,,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,10/06/2022,113525,2023-01-18 15:15:20 UTC,P,01/12/2015,,,,J1772 TESLA,public,US,Public,,HOTEL,,,,,Free,,,,,,,,,,,,,false,POINT (-106.819164 39.186714)
ELEC,CITY OF AURORA ILIFF GARAGE 1A,S Blackhawk St,,Aurora,CO,80014,39.673048,-104.824709,888-758-4389,E,Public,24 hours daily,,,,,,2,,ChargePoint Network,http://www.chargepoint.com/,GPS,02/01/2024,179797,2024-02-01 00:23:36 UTC,,01/27/2021,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.824709 39.673048)
ELEC,One DTC,5251 DTC Parkway,,Greenwood Village,CO,80111,39.6197983,-104.898462,888-998-2546,E,Public,24 hours daily,,,,,,6,,Blink Network,http://www.blinkcharging.com/,GPS,02/01/2024,309172,2024-02-01 00:02:29 UTC,,11/09/2022,,,,J1772,public,US,Public,,,,,,,,,,,,,,,,,,,,false,POINT (-104.898462 39.6197983)
